Full Name,Year,Nationality,Gender,Type of Death,Status,Job,Employed as,Organizations,Coverage,Medium,Local or Foreign?,Source of Fire,Motive Confirmed,tortured,captive,threatened,photoUrl,photoCredit
Isaivizhi Chempiyan,2007,Sri Lanka,Female,Crossfire,Confirmed,Broadcast Reporter,Staff,Voice of Tigers,War,Radio,Local,Military Officials,Confirmed,,,,,
Ivan Safronov,2007,Russia,Male,Murder,Confirmed,Print Reporter,Staff,Kommersant,"Business,Corruption,Politics",Print,Local,,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Safronov.Russia.2007.11.jpg,Kommersant
Jamal al-Zubaidi,2007,Iraq,Male,Murder,Confirmed,Editor,Staff,As-Saffir and Al-Dustour,Business,Print,Local,Political Group,Confirmed,No,No,No,,
Javed Khan,2007,Pakistan,Male,Dangerous Assignment,Confirmed,Photographer,Staff,Markaz and DM Digital TV,Politics,"Print,Television,Internet",Local,,Confirmed,,,,,
Jean-Rémy Badio,2007,Haiti,Male,Murder,Confirmed,Photographer,Freelance,freelance,Crime,Print,Local,Criminal Group,Confirmed,No,No,No,,
Kenji Nagai,2007,,Male,Dangerous Assignment,Confirmed,"Camera Operator,Photographer",Staff,APF News,"Human Rights,Politics","Print,Television",Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/kenji_nagai_burma_2007.jpg,
Khaled Fayyad Obaid al-Hamdani,2007,Iraq,Male,Crossfire,Confirmed,Producer,Staff,Nahrain,"Culture,Sports",Television,Local,Military Officials,Confirmed,,,,,
Khalid W. Hassan,2007,,Male,Murder,Confirmed,Print Reporter,Staff,The New York Times,War,Print,Foreign,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/nyt.hassan12.jpg,New York Times
Khamail Khalaf ,2007,Iraq,Female,Murder,Confirmed,Broadcast Reporter,Staff,Radio Free Iraq,Culture,Radio,Local,Political Group,Confirmed,Yes,Yes,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/khamail_khalaf_iraq_2007.jpg,
Luiz Carlos Barbon Filho,2007,Brazil,Male,Murder,Confirmed,Columnist/Commentator,Staff,"Jornal do Porto, JC Regional, and Rádio Porto FM",Corruption,"Print,Radio",Local,Government Officials,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Filho.Brazil.2007.jpg,
Mahad Ahmed Elmi,2007,Somalia,Male,Murder,Confirmed,"Columnist/Commentator,Editor,Producer",Staff,Capital Voice,War,Radio,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/mahad_ahmed_elmi_somalia_2007.jpg,
Majeed Mohammed,2007,Iraq,Male,Murder,Confirmed,Print Reporter,Staff,Kirkuk al-Yawm and Hawal,"Culture,War",Print,Local,Political Group,Confirmed,No,No,No,,
Mehboob Khan,2007,Pakistan,Male,Dangerous Assignment,Confirmed,Photographer,Freelance,freelance,Politics,Print,Local,Political Group,Confirmed,,,,,
Miguel Pérez Julca,2007,Peru,Male,Murder,Confirmed,Columnist/Commentator,Staff,Radio Éxitos,"Corruption,Crime",Radio,Local,,Confirmed,No,No,Yes,,
Mohammad Hilal Karji,2007,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Baghdad TV,War,Television,Local,Political Group,Confirmed,Yes,Yes,Yes,,
Mohammed Abdullahi Khalif,2007,Somalia,Male,Crossfire,Confirmed,Broadcast Reporter,Freelance,Voice of Peace,Politics,Radio,Local,Criminal Group,Confirmed,,,,,
Mohan Hussein al-Dhahir,2007,Iraq,Male,Murder,Confirmed,Editor,Staff,Al-Mashreq,Politics,Print,Local,Political Group,Confirmed,No,No,Yes,,
Muhammad Arif,2007,Pakistan,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,ARY Television,Politics,Television,Local,Political Group,Confirmed,,,,,
Muhannad Ghanem Ahmad al-Obaidi,2007,Iraq,Male,Murder,Confirmed,"Broadcast Reporter,Producer",Staff,Dar al-Salam,Culture,Radio,Local,Political Group,Confirmed,No,No,Yes,,
Mustafa Gaimayani,2007,Iraq,Male,Murder,Confirmed,Editor,Staff,Kirkuk al-Yawm and Hawal,Politics,Print,Local,Political Group,Confirmed,No,No,No,,
Namir Noor-Eldeen,2007,,Male,Crossfire,Confirmed,Photographer,Staff,Reuters,War,Print,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/namir_noor-eldeen_iraq_2007.jpg,Reuters
Nazar Abdulwahid al-Radhi,2007,Iraq,Male,Murder,Confirmed,"Broadcast Reporter,Print Reporter",Freelance,Aswat al-Iraq and Radio Free Iraq,War,"Print,Radio",Local,Political Group,Confirmed,No,No,Yes,,
Noor Hakim Khan,2007,Pakistan,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Daily Pakistan,"Politics,War",Print,Local,Political Group,Confirmed,,,,,
Othman al-Mashhadani,2007,Iraq,Male,Murder,Confirmed,Print Reporter,Freelance,Al-Watan,"Human Rights,Politics,War",Print,Local,Political Group,Confirmed,Yes,Yes,Yes,,
Paulos Kidane,2007,Eritrea,Male,Unknown,Confirmed,Broadcast Reporter,Staff,Eri-TV and Dimtsi Hafash,"Culture,Sports","Radio,Television",Local,,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/paulos_kidane_eritrea_2007.jpg,
Prakash Singh Thakuri,2007,Nepal,Male,Murder,Confirmed,Print Reporter,Freelance,Freelance,Politics,Print,Local,Political Group,Confirmed,No,Yes,No,,
Raad Mutashar,2007,Iraq,Male,Murder,Confirmed,Publisher/Owner,Staff,Al-Raad,War,Print,Local,Political Group,Confirmed,No,No,Yes,,
Rodolfo Rincón Taracena,2007,Mexico,Male,Murder,Confirmed,Print Reporter,Staff,Tabasco Hoy,Crime,Print,Local,Criminal Group,Confirmed,No,Yes,Yes,,
Sahar Hussein Ali al-Haydari,2007,Iraq,Female,Murder,Confirmed,Print Reporter,Freelance,National Iraqi News Agency and Aswat al-Iraq,War,Print,Local,Political Group,Confirmed,No,No,Yes,,
Saif Laith Yousuf,2007,Iraq,Male,Murder,Confirmed,Technician,Staff,ABC News,War,Television,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/saif_laith_yousuf_iraq_2007.jpg,
Salih Saif Aldin,2007,,Male,Murder,Confirmed,Print Reporter,Staff,The Washington Post,"Politics,War",Print,Foreign,Political Group,Confirmed,No,No,No,,
Sarmad Hamdi Shaker,2007,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Baghdad TV,War,Television,Local,Political Group,Confirmed,No,No,Yes,,
Selvarajah Rajeewarnam,2007,Sri Lanka,Male,Murder,Confirmed,Print Reporter,Staff,Uthayan,"Politics,War",Print,Local,Political Group,Confirmed,No,No,Yes,,
Serge Maheshe,2007,Democratic Republic of the Congo,Male,Murder,Confirmed,"Broadcast Reporter,Editor",Staff,Radio Okapi,War,Radio,Local,,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Maheshe.2007.DRC1.jpg,
Shehab Mohammad al-Hiti,2007,Iraq,Male,Murder,Confirmed,Editor,Staff,Baghdad al-Youm,Politics,Print,Local,Political Group,Confirmed,No,No,No,,
Subash Chandraboas,2007,Sri Lanka,Male,Murder,Confirmed,Publisher/Owner,Staff,Nilam,"Culture,Sports",Print,Local,Political Group,Confirmed,No,No,No,,
Suleiman Abdul-Rahim al-Ashi,2007,Israel and the Occupied Palestinian Territory,Male,Murder,Confirmed,Editor,Staff,Palestine,Politics,Print,Local,Political Group,Confirmed,No,Yes,No,,
Suresh Linbiyo,2007,Sri Lanka,Male,Crossfire,Confirmed,Technician,Staff,Voice of Tigers,War,Radio,Local,Military Officials,Confirmed,,,,,
T. Tharmalingam,2007,Sri Lanka,Male,Crossfire,Confirmed,Technician,Staff,Voice of Tigers,War,Radio,Local,Military Officials,Confirmed,,,,,
Thaer Ahmad Jaber ,2007,Iraq,Male,Murder,Confirmed,Editor,Staff,Baghdad TV,Politics,Television,Local,Political Group,Confirmed,No,No,No,,
Tito Alberto Palma,2007,,Male,Murder,Confirmed,Broadcast Reporter,Staff,Radio Mayor Otaño and Radio Chaco Boreal,"Corruption,Crime",Radio,Foreign,,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/tito_alberto_palma_paraguay_2007.jpg,
Yussef Sabri,2007,Iraq,Male,Crossfire,Confirmed,Camera Operator,Staff,Biladi,War,Television,Local,Political Group,Confirmed,,,,,
Zakia Zaki,2007,Afghanistan,Female,Murder,Confirmed,,Staff,Sada-i-Sulh,"Human Rights,Politics",Radio,Local,Local Residents,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/zakia_zaki_afghanistan_2007.jpg,
Zubair Ahmed Mujahid,2007,Pakistan,Male,Murder,Confirmed,Print Reporter,Staff,Jang,"Corruption,Crime",Print,Local,Government Officials,Confirmed,No,No,No,,
Abdel Karim al-Rubai,2006,Iraq,Male,Murder,Confirmed,Editor,Staff,Al-Sabah,War,Print,Local,Political Group,Confirmed,No,No,Yes,,
Abdul Qodus,2006,Afghanistan,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,Aryana TV,War,Television,Local,Political Group,Confirmed,,,,,
Abdul-Rahim Nasrallah al-Shimari,2006,Iraq,Male,Murder,Confirmed,Producer,Staff,Al-Shaabiya,"Human Rights,Politics,War",Television,Local,Political Group,Confirmed,No,No,No,,
Adel Naji al-Mansouri ,2006,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Al-Alam,War,Television,Local,Political Group,Confirmed,No,No,Yes,,
Adnan Khairallah,2006,Iraq,Male,Murder,Confirmed,Technician,Freelance,Wasan Productions and Al-Arabiya,War,Television,Local,Political Group,Confirmed,No,No,No,,
Ahmad Sha'ban,2006,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Al-Shaabiya,"Human Rights,Politics,War",Television,Local,Political Group,Confirmed,No,No,No,,
Ahmed Riyadh al-Karbouli,2006,Iraq,Male,Murder,Confirmed,"Broadcast Reporter,Camera Operator",Staff,Baghdad TV,"Human Rights,War",Television,Local,Political Group,Confirmed,No,No,Yes,,
Ali Jaafar,2006,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Al-Iraqiya,Sports,Television,Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/ali_jaafar_iraq_2006.jpg,
Amjad Hameed,2006,Iraq,Male,Murder,Confirmed,Producer,Staff,Al-Iraqiya,War,Television,Local,Political Group,Confirmed,No,No,Yes,,
Anna Politkovskaya,2006,Russia,Female,Murder,Confirmed,Print Reporter,Staff,Novaya Gazeta,"Corruption,Human Rights,War",Print,Local,Government Officials,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/politkovskaya.2006.jpg,
Armando Pace,2006,Philippines,Male,Murder,Confirmed,Columnist/Commentator,Freelance,DXDS,Politics,Radio,Local,,Confirmed,No,No,Yes,,
Aswan Ahmed Lutfallah,2006,Iraq,Male,Murder,Confirmed,Camera Operator,Staff,APTN,War,Television,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/aswan_ahmed_lutfallah_iraq_2006.jpg,AP
Atilano Segundo Pérez Barrios,2006,Colombia,Male,Murder,Confirmed,Columnist/Commentator,Staff,Radio Vigía de Todelar,"Corruption,Politics",Radio,Local,Paramilitary Group,Confirmed,No,No,Yes,,
Atwar Bahjat,2006,Iraq,Female,Murder,Confirmed,Broadcast Reporter,Staff,Al-Arabiya,War,Television,Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/atwar_bahjat_iraq_2006.jpg,Al-Aarabiya
Bradley Will,2006,,Male,Dangerous Assignment,Confirmed,"Camera Operator,Internet Reporter,Producer",Freelance,freelance,Human Rights,Internet,Foreign,Government Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/will.2.mexico.2006.jpg,AP
Christian Struwe,2006,,Male,Murder,Confirmed,Broadcast Reporter,Freelance,freelance,"Politics,War",Radio,Foreign,,Confirmed,No,No,No,,
Fernando Batul,2006,Philippines,Male,Murder,Confirmed,Columnist/Commentator,Freelance,DZRH and DYPR,Corruption,Radio,Local,Government Officials,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/fernando_batul_philippines_2006.jpg,
George Vigo,2006,Philippines,Male,Murder,Confirmed,Broadcast Reporter,Freelance,Union of Catholic Asian News,"Corruption,Human Rights",Radio,Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/george_vigo_philippines_2006.jpg,
Gustavo Rojas Gabalo,2006,Colombia,Male,Murder,Confirmed,Columnist/Commentator,Staff,Radio Panzenú,"Corruption,Culture,Sports",Radio,Local,Paramilitary Group,Confirmed,No,No,Yes,,
Hayatullah Khan,2006,Pakistan,Male,Murder,Confirmed,Photographer,Freelance,freelance,"Corruption,War",Print,Local,Military Officials,Confirmed,Yes,Yes,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/hayatullah_khan_pakistan_2006.jpg,
Herliyanto,2006,Indonesia,Male,Murder,Confirmed,Print Reporter,Staff,Radar Surabaya and Jimber News Visioner,Corruption,Print,Local,Government Officials,Confirmed,No,No,No,,
Hussein Ali,2006,Iraq,Male,Murder,Confirmed,Technician,Staff,Al-Shaabiya,"Human Rights,Politics,War",Television,Local,Political Group,Confirmed,No,No,No,,
Ibrahim Seneid,2006,Iraq,Male,Murder,Confirmed,Editor,Staff,Al-Bashara,War,Print,Local,Political Group,Confirmed,No,No,Yes,,
Ismail Amin Ali,2006,Iraq,Male,Murder,Confirmed,Columnist/Commentator,Freelance,freelance,"Politics,War",Print,Local,Political Group,Confirmed,Yes,Yes,No,,
James Brolan,2006,,Male,Crossfire,Confirmed,Technician,Staff,CBS,War,Television,Foreign,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/james_brolan_iraq_2006.jpg,CBS
Jorge Aguirre,2006,Venezuela,Male,Murder,Confirmed,Photographer,Staff,Cadena Capriles (El Mundo),Human Rights,Print,Local,Local Residents,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/jorge_aguirre_venezuela_2006.jpg,AP
Kamal Manahi Anbar,2006,Iraq,Male,Crossfire,Confirmed,Print Reporter,Freelance,freelance,War,Print,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/kamal_manahi_anbar_iraq_2006.jpg,
Karen Fischer,2006,,Female,Murder,Confirmed,Broadcast Reporter,Freelance,freelance,"Politics,War",Radio,Foreign,,Confirmed,No,No,No,,
Khaled Mahmoud al-Falahi,2006,Iraq,Male,Murder,Confirmed,Camera Operator,Freelance,Wasan Productions and Al-Arabiya,War,Television,Local,Political Group,Confirmed,No,No,No,,
Laith al-Dulaimi,2006,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Al-Nahrain,War,Television,Local,,Confirmed,No,Yes,No,,
Layal Najib,2006,Lebanon,Female,Crossfire,Confirmed,Photographer,Freelance,freelance,War,Print,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/layal_najib_lebanon_2006.jpg,AFP
Luma al-Karkhi,2006,Iraq,Female,Murder,Confirmed,Print Reporter,Staff,Al-Dustour,War,Print,Local,Political Group,Confirmed,No,No,Yes,,
Mahmoud Za'al,2006,Iraq,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Baghdad TV,War,Television,Local,Military Officials,Confirmed,,,,,
Maksim Maksimov,2006,Russia,Male,Murder,Confirmed,Print Reporter,Staff,Gorod,"Corruption,Crime",Print,Local,Government Officials,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/maksim_maksimov_russia_2006.jpg,
Maricel Vigo,2006,Philippines,Female,Murder,Confirmed,Columnist/Commentator,Freelance,DXND,Human Rights,Radio,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/maricel_vigo_philippines_2006.jpg,
Martin Adler,2006,,Male,Murder,Confirmed,Photographer,Freelance,freelance,"Human Rights,Politics",Print,Foreign,Criminal Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/martin_adler_somalia_2006.jpg,AP
Mohammad Abbas Mohammad,2006,Iraq,Male,Murder,Confirmed,Editor,Staff,Al-Bayinnah al-Jadida,"Politics,War",Print,Local,Political Group,Confirmed,No,No,Yes,,
Mohammed Taha Mohammed Ahmed,2006,Sudan,Male,Murder,Confirmed,Editor,Staff,Al-Wifaq,"Culture,Human Rights,Politics",Print,Local,Political Group,Confirmed,Yes,Yes,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/mohammed_taha_mohammed_ahmed_sudan_2006.jpg,AP
Muhammad al-Ban,2006,Iraq,Male,Murder,Confirmed,"Broadcast Reporter,Camera Operator",Staff,Al-Sharqiya,"Human Rights,War",Television,Local,Political Group,Confirmed,No,No,Yes,,
Muhsin Khudhair,2006,Iraq,Male,Murder,Confirmed,Editor,Staff,Alef Ba,War,Print,Local,,Confirmed,No,No,No,,
Munir Ahmed Sangi,2006,Pakistan,Male,Crossfire,Confirmed,Camera Operator,Staff,Kawish Television Network,Human Rights,Television,Local,Political Group,Confirmed,,,,,
Munsuf Abdallah al-Khaldi,2006,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Baghdad TV,Culture,Television,Local,,Confirmed,No,No,Yes,,
Nabil Ibrahim al-Dulaimi,2006,Iraq,Male,Murder,Confirmed,Editor,Staff,Radio Dijla,"Human Rights,Politics,War",Radio,Local,Political Group,Confirmed,No,No,No,,
Naqshin Hamma Rashid,2006,Iraq,Female,Murder,Confirmed,Broadcast Reporter,Staff,Atyaf,"Culture,Human Rights,Politics,Sports,War",Television,Local,Political Group,Confirmed,No,No,Yes,,
Noufel al-Shimari,2006,Iraq,Male,Murder,Confirmed,Producer,Staff,Al-Shaabiya,"Human Rights,Politics,War",Television,Local,Political Group,Confirmed,No,No,No,,
Ogulsapar Muradova,2006,Turkmenistan,Female,Murder,Confirmed,Broadcast Reporter,Staff,Radio Free Europe/Radio Liberty,Human Rights,Radio,Local,Government Officials,Confirmed,Yes,Yes,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/ogulsapar_muradova_turkmenistan_2006.jpg,
Paul Douglas,2006,,Male,Crossfire,Confirmed,Camera Operator,Staff,CBS,War,Television,Foreign,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/paul_douglas_iraq_2006.jpg,CBS
Prahlad Goala,2006,India,Male,Murder,Confirmed,Print Reporter,Staff,Asomiya Khabar,Corruption,Print,Local,Government Officials,Confirmed,No,No,Yes,,
Riyad Muhammad Ali,2006,Iraq,Male,Murder,Confirmed,Print Reporter,Staff,Talafar al-Yawm,"Politics,War",Print,Local,Political Group,Confirmed,No,No,Yes,,
Roberto Marcos García,2006,Mexico,Male,Murder,Confirmed,Print Reporter,Staff,Testimonio and Alarma,Crime,Print,Local,Criminal Group,Confirmed,No,No,Yes,,
Saed Mahdi Shlash,2006,Iraq,Male,Murder,Confirmed,Print Reporter,Staff,Rayat al-Arab,War,Print,Local,Political Group,Confirmed,No,No,Yes,,
Safa Isma'il Enad,2006,Iraq,Male,Murder,Confirmed,Photographer,Freelance,freelance,War,Print,Local,Political Group,Confirmed,No,No,No,,
So'oud Muzahim al-Shoumari,2006,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Al-Baghdadia,"Corruption,Human Rights,War",Television,Local,Political Group,Confirmed,No,Yes,No,,
Subramaniyam Sugitharajah,2006,Sri Lanka,Male,Murder,Confirmed,Print Reporter,Staff,Sudar Oli,"Corruption,Politics",Print,Local,Government Officials,Confirmed,No,No,No,,
Thaker al-Shouwili,2006,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Al-Shaabiya,"Human Rights,Politics,War",Television,Local,Political Group,Confirmed,No,No,No,,
Vagif Kochetkov,2006,Russia,Male,Murder,Confirmed,"Columnist/Commentator,Print Reporter",Staff,Trud and Tulsky Molodoi Kommunar,"Business,Culture,Politics",Print,Local,,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/vagif_kochetkov_russia_2006.jpg,CJES
Wu Xianghu,2006,China,Male,Murder,Confirmed,Editor,Staff,Taizhou Wanbao,Corruption,Print,Local,Government Officials,Confirmed,No,Yes,Yes,,
Adnan al-Bayati,2005,Iraq,Male,Murder,Confirmed,Producer,Freelance,TG3,War,Television,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/adnan_al_bayati_iraq_2005.jpg,
Ahmed Adam,2005,Iraq,Male,Murder,Confirmed,Print Reporter,Staff,Al-Mada,War,Print,Local,,Confirmed,No,No,No,,
Ahmed al-Rubai'i,2005,Iraq,Male,Murder,Confirmed,Editor,Staff,Al-Sabah,War,Print,Local,Criminal Group,Confirmed,No,Yes,No,,
Ahmed Hussein Al-Maliki,2005,Iraq,Male,Murder,Confirmed,Editor,Staff,Talafar al-Yawm,Politics,Print,Local,Political Group,Confirmed,No,No,Yes,,
Ahmed Jabbar Hashim,2005,Iraq,Male,Murder,Confirmed,Print Reporter,Staff,Al-Sabah,War,Print,Local,Political Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/ahmed_jabbar_hashim_iraq_2005.jpg,
Ahmed Wael Bakri,2005,Iraq,Male,Crossfire,Confirmed,Producer,Staff,Al-Sharqiyah,"Politics,War",Television,Local,Military Officials,Confirmed,,,,,
Ali Ibrahim Issa,2005,Iraq,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Al-Hurriya,War,Television,Local,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/ali_ibrahim_issa_iraq_2005.jpg,
Allah Noor,2005,Pakistan,Male,Murder,Confirmed,Photographer,Freelance,Khyber TV,War,Print,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/allah_noor_pakistan_2005.jpg,
Amir Nowab,2005,Pakistan,Male,Murder,Confirmed,Broadcast Reporter,Freelance,Associated Press Television News and Frontier Post,War,Television,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Amir%252520Nowab%252528right%252529.Pakistan.2005.1.jpg,AP
Bardhyl Ajeti,2005,Serbia,Male,Murder,Confirmed,"Columnist/Commentator,Print Reporter",Staff,Bota Sot,Politics,Print,Local,,Confirmed,No,No,Yes,,
Daif al-Gahzal al-Shuhaibi,2005,Libya,Male,Murder,Confirmed,Internet Reporter,Freelance,freelance,"Corruption,Politics",Internet,Local,Government Officials,Confirmed,No,Yes,No,,
Dharmeratnam Sivaram,2005,Sri Lanka,Male,Murder,Confirmed,Columnist/Commentator,Staff,TamilNet and Daily Mirror,"Politics,War","Print,Internet",Local,Government Officials,Confirmed,No,Yes,Yes,,
